host_since,first_review,neighbourhood_cleansed
2011-09-16,2016-09-29,ΠΑΓΚΡΑΤΙ
2016-09-25,2018-08-06,ΓΚΑΖΙ
2016-08-24,2016-10-07,ΚΥΨΕΛΗ
2016-08-24,2016-10-18,ΚΥΨΕΛΗ
2015-08-10,2016-10-01,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2015-05-09,2016-10-01,ΚΟΛΩΝΟΣ
2016-08-20,2016-10-03,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ
2013-09-27,,ΠΑΤΗΣΙΑ
2015-03-04,2016-12-31,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2016-09-27,2016-10-23,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ
2016-08-02,2016-12-19,ΝΕΟΣ ΚΟΣΜΟΣ
2015-03-22,2017-01-06,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2013-03-17,2016-10-05,ΚΟΛΩΝΑΚΙ
2016-09-10,2017-01-12,ΙΛΙΣΙΑ
2016-03-21,2017-01-02,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ
2016-09-09,2016-10-09,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ
2016-09-09,2016-10-03,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ
2016-09-09,2016-10-04,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ
2016-09-09,2016-10-09,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ
2016-09-29,2017-01-02,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2016-09-24,2016-10-09,ΝΙΡΒΑΝΑ
2016-09-10,2016-10-11,ΓΟΥΔΙ
2016-08-24,2016-11-14,ΚΥΨΕΛΗ
2019-03-26,2017-04-05,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ
2016-04-16,2018-07-31,ΑΜΠΕΛΟΚΗΠΟΙ
2016-04-30,2017-05-01,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2014-05-06,2017-04-06,ΘΗΣΕΙΟ
2016-08-12,2016-11-30,ΓΟΥΔΙ
2013-05-05,2017-08-22,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2016-10-09,2016-10-25,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ
2016-10-10,2016-10-30,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ
2013-01-16,2016-10-24,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ
2014-10-02,2020-06-23,ΝΕΟΣ ΚΟΣΜΟΣ
2016-10-10,,ΓΟΥΔΙ
2016-10-11,2016-12-04,ΓΚΥΖΗ
2016-10-12,2017-02-12,ΓΚΑΖΙ
2016-10-11,2017-04-30,ΓΟΥΒΑ
2014-03-05,2016-12-12,ΑΚΡΟΠΟΛΗ
2014-09-22,2017-03-16,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ
2014-08-01,2019-09-16,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ
2016-10-11,2017-03-31,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ
2016-04-18,2016-11-30,ΑΚΡΟΠΟΛΗ
2015-09-18,2016-11-30,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ
2016-07-12,2016-11-12,ΚΟΛΩΝΑΚΙ
2016-03-22,2017-01-03,ΑΜΠΕΛΟΚΗΠΟΙ
2016-10-17,2017-04-30,ΚΥΨΕΛΗ
2012-08-25,2016-10-18,ΙΛΙΣΙΑ
2016-08-06,2017-11-10,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ
2014-02-15,2016-12-06,ΓΟΥΔΙ
2016-10-21,2016-12-04,ΝΕΟΣ ΚΟΣΜΟΣ
2016-10-22,2019-03-13,ΑΚΡΟΠΟΛΗ
2016-10-23,2016-10-31,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ
2016-10-23,,ΓΟΥΔΙ
2015-04-17,2016-11-06,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ
2016-08-23,2017-05-22,ΚΟΛΩΝΑΚΙ
2016-10-25,2017-01-22,ΝΕΟΣ ΚΟΣΜΟΣ
2016-10-25,2016-11-28,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ
2015-06-24,2017-09-24,ΚΕΡΑΜΕΙΚΟΣ
2016-10-26,,ΑΜΠΕΛΟΚΗΠΟΙ
2016-10-28,2017-05-30,ΣΤΑΔΙΟ
2016-01-10,2018-03-14,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2016-03-07,2017-02-13,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ
2016-10-30,,ΕΛΛΗΝΟΡΩΣΩΝ
2016-10-30,2016-11-05,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2016-10-30,,ΚΟΛΩΝΟΣ
2015-10-16,2016-12-05,ΠΟΛΥΓΩΝΟ
2016-03-31,2016-12-12,ΝΕΟΣ ΚΟΣΜΟΣ
2016-07-14,2016-11-21,ΠΕΤΡΑΛΩΝΑ
2016-09-11,2017-08-31,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ
2016-11-01,2017-04-12,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ
2016-11-01,2017-02-09,ΑΜΠΕΛΟΚΗΠΟΙ
2016-08-16,2017-08-13,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2015-10-31,2016-11-14,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2011-06-27,2017-05-02,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2016-08-25,2017-02-27,ΒΟΤΑΝΙΚΟΣ
2011-06-27,2016-11-14,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2015-04-08,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ
2012-12-03,2017-01-02,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2012-12-03,2017-04-13,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2012-12-03,2017-01-02,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2016-10-27,2016-11-23,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ
2016-10-06,2016-11-14,ΙΛΙΣΙΑ
2016-11-03,2016-12-24,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2015-10-28,2016-11-14,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ
2016-08-19,2017-01-24,ΑΚΑΔΗΜΙΑ ΠΛΑΤΩΝΟΣ
2016-10-12,2018-03-05,ΝΕΟΣ ΚΟΣΜΟΣ
2015-10-23,2017-01-22,ΑΜΠΕΛΟΚΗΠΟΙ
2016-11-06,2016-11-13,ΣΤΑΔΙΟ
2016-11-06,2016-12-04,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ
2016-11-07,2016-11-20,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2014-12-05,2017-02-05,ΠΑΓΚΡΑΤΙ
2015-04-30,2016-12-19,ΚΕΡΑΜΕΙΚΟΣ
2016-07-02,2017-05-16,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ
2014-11-14,2017-03-12,ΚΕΡΑΜΕΙΚΟΣ
2016-11-13,2016-11-24,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ
2016-11-13,,ΛΥΚΑΒΗΤΤΟΣ
2016-05-27,2016-11-22,ΑΚΑΔΗΜΙΑ ΠΛΑΤΩΝΟΣ
2012-01-25,2016-12-08,ΑΜΠΕΛΟΚΗΠΟΙ
2015-12-27,2016-12-09,ΚΟΛΩΝΑΚΙ
2016-11-16,2016-12-14,ΚΥΨΕΛΗ
2016-11-16,2017-04-03,ΝΕΟΣ ΚΟΣΜΟΣ
2016-11-10,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2015-09-17,2016-11-20,ΚΟΛΩΝΑΚΙ
2014-10-20,2017-02-06,ΝΕΟΣ ΚΟΣΜΟΣ
2016-11-17,2017-01-04,ΑΝΩ ΠΑΤΗΣΙΑ
2016-11-18,2017-01-06,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ
2016-06-19,2017-01-13,ΘΗΣΕΙΟ
2015-11-08,2017-01-30,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2015-06-18,2017-01-29,ΣΤΑΔΙΟ
2017-01-29,2016-12-04,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ
2016-11-23,2017-03-20,ΖΑΠΠΕΙΟ
2016-08-12,2018-11-16,ΑΚΑΔΗΜΙΑ ΠΛΑΤΩΝΟΣ
2016-03-01,2016-12-04,ΠΕΤΡΑΛΩΝΑ
2016-01-22,2017-01-02,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2016-11-14,2016-12-26,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ
2016-11-27,2017-04-03,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ
2016-11-26,2018-09-16,ΑΜΠΕΛΟΚΗΠΟΙ
2014-10-07,2017-01-03,ΝΕΟΣ ΚΟΣΜΟΣ
2014-10-07,2017-01-05,ΝΕΟΣ ΚΟΣΜΟΣ
2015-04-15,2016-12-29,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ
2015-07-17,2017-02-12,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ
2016-01-22,2017-05-16,ΑΚΡΟΠΟΛΗ
2016-11-28,2016-12-16,ΚΕΡΑΜΕΙΚΟΣ
2016-05-25,2016-12-19,ΣΤΑΔΙΟ
2016-11-29,2017-01-11,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ
2014-08-16,2016-12-11,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ
2016-06-13,,ΚΥΨΕΛΗ
2016-01-26,2017-04-04,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ
2016-06-13,2017-07-22,ΚΥΨΕΛΗ
2016-06-13,2018-07-03,ΚΥΨΕΛΗ
2016-08-12,2017-03-20,ΓΚΥΖΗ
2016-11-14,,ΛΥΚΑΒΗΤΤΟΣ
2014-07-04,2017-04-09,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ
2016-01-07,2017-03-13,ΚΟΛΩΝΟΣ
2015-08-10,2016-12-17,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2016-09-23,2017-02-07,ΘΗΣΕΙΟ
2016-08-17,2016-12-30,ΘΗΣΕΙΟ
2016-08-25,2016-12-11,ΑΜΠΕΛΟΚΗΠΟΙ
2016-10-17,2016-12-18,ΓΚΥΖΗ
2014-07-26,2017-09-11,ΝΕΟΣ ΚΟΣΜΟΣ
2016-03-28,2017-08-13,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2015-05-05,2017-01-02,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ
2016-07-21,2017-01-30,ΝΕΟΣ ΚΟΣΜΟΣ
2016-08-24,2016-12-30,ΚΥΨΕΛΗ
2016-08-24,2017-01-06,ΚΥΨΕΛΗ
2016-08-28,2016-12-19,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ
2011-09-16,2017-03-13,ΠΑΓΚΡΑΤΙ
2015-11-24,2017-02-26,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ
2016-04-04,2017-11-01,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2016-08-17,2016-12-16,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2016-12-07,2016-12-23,ΚΕΡΑΜΕΙΚΟΣ
2016-04-04,2017-01-15,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ
2016-07-16,2018-05-04,ΝΕΟΣ ΚΟΣΜΟΣ
2011-11-17,2017-02-11,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2016-12-09,2016-12-29,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2016-08-24,2017-01-26,ΚΥΨΕΛΗ
2016-12-11,2017-02-12,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ
2016-12-11,2017-02-27,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ
2016-11-29,2018-06-05,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2016-01-10,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2016-08-24,2017-03-15,ΚΥΨΕΛΗ
2016-05-06,2017-04-06,ΚΟΛΩΝΑΚΙ
2016-12-18,2018-01-19,ΠΛΑΤΕΙΑ ΑΜΕΡΙΚΗΣ
2014-07-22,2017-05-28,ΑΜΠΕΛΟΚΗΠΟΙ
2016-12-18,2017-01-30,ΠΑΓΚΡΑΤΙ
2016-12-18,2017-03-21,ΚΟΛΩΝΑΚΙ
2011-06-27,2017-03-18,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2012-01-18,2017-02-15,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ
2016-02-15,2017-08-27,ΑΚΡΟΠΟΛΗ
2016-11-29,2017-04-01,ΑΚΡΟΠΟΛΗ
2016-01-13,2017-02-27,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2016-02-01,2017-01-01,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2016-02-01,2017-01-03,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2016-02-23,2016-12-24,ΑΜΠΕΛΟΚΗΠΟΙ
2018-09-26,2016-12-29,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2016-11-29,2017-04-20,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ
2016-03-20,2017-05-31,ΠΑΓΚΡΑΤΙ
2016-03-27,2018-10-02,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2016-02-16,2017-06-05,ΑΚΑΔΗΜΙΑ ΠΛΑΤΩΝΟΣ
2016-12-20,2017-04-10,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ
2016-02-01,2017-01-29,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2016-02-01,2017-01-05,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2016-05-12,2017-01-13,ΣΕΠΟΛΙΑ
2016-05-15,2017-03-31,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2016-12-30,2017-04-12,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ
2016-06-17,2018-03-21,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ
2016-12-30,2017-01-13,ΣΤΑΘΜΟΣ ΛΑΡΙΣΗΣ
2016-05-15,2017-03-26,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2018-09-26,2017-02-13,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2017-01-02,2017-03-06,ΘΗΣΕΙΟ
2015-03-24,2017-03-06,ΣΤΑΔΙΟ
2015-05-09,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ
2015-05-09,2017-02-26,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ
2015-05-09,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ
2017-01-08,2017-04-17,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ
2015-12-31,2017-06-19,ΑΚΡΟΠΟΛΗ
2013-04-23,2017-07-25,ΙΛΙΣΙΑ
2017-01-09,2017-02-12,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ
2012-02-10,2017-02-16,ΘΗΣΕΙΟ
2017-01-09,2017-02-19,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ
2016-05-11,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2016-08-07,2017-05-21,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ
2012-06-23,2017-05-23,ΑΚΡΟΠΟΛΗ
2017-01-10,2017-03-17,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ
2016-07-14,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ
2017-01-11,2017-03-18,ΣΤΑΔΙΟ
2015-04-01,2017-01-31,ΚΟΛΩΝΑΚΙ
2016-09-09,2017-02-12,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ
2016-09-09,2017-02-14,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ
2016-09-09,2017-01-26,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ
2016-09-09,2017-04-10,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ
2014-11-16,2017-02-02,ΑΚΑΔΗΜΙΑ ΠΛΑΤΩΝΟΣ
2015-03-24,2017-02-06,ΝΙΡΒΑΝΑ
2011-10-06,2017-04-05,ΠΑΤΗΣΙΑ
2011-11-17,2017-05-14,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2015-04-14,2017-01-27,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2016-07-04,2017-07-26,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ
2016-12-05,2017-02-13,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2017-01-22,2017-03-13,ΝΕΟΣ ΚΟΣΜΟΣ
2011-06-27,2017-04-13,ΝΕΟΣ ΚΟΣΜΟΣ
2012-08-23,2017-03-09,ΓΟΥΒΑ
2014-05-16,2017-04-02,ΚΟΛΩΝΑΚΙ
2016-06-13,2017-07-22,ΑΝΩ ΚΥΨΕΛΗ
2016-06-13,2017-09-16,ΚΥΨΕΛΗ
2015-06-09,2017-02-25,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2015-08-15,2017-02-28,ΑΝΩ ΚΥΨΕΛΗ
2016-06-13,,ΚΥΨΕΛΗ
2017-01-26,,ΚΥΨΕΛΗ
2013-11-06,2017-02-06,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ
2016-07-19,2017-02-10,ΚΟΛΩΝΑΚΙ
2013-11-12,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ
2015-08-04,2017-02-12,ΛΥΚΑΒΗΤΤΟΣ
2016-03-21,2017-02-03,ΓΚΥΖΗ
2015-03-24,2017-03-12,ΝΕΟΣ ΚΟΣΜΟΣ
2017-01-24,2017-03-29,ΘΗΣΕΙΟ
2013-04-16,2017-02-09,1Ο ΝΕΚΡΟΤΑΦΕΙΟ
2017-01-31,2017-02-27,ΖΑΠΠΕΙΟ
2012-02-20,2017-11-27,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2018-05-23,2017-04-02,ΚΕΡΑΜΕΙΚΟΣ
2017-01-21,2017-03-13,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ
2017-01-21,2017-03-15,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ
2015-03-24,2017-07-07,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ
2013-11-17,2017-03-01,ΝΕΟΣ ΚΟΣΜΟΣ
2017-02-04,2017-04-21,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2017-02-06,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2013-11-17,2017-03-01,ΝΕΟΣ ΚΟΣΜΟΣ
2016-02-03,2017-06-07,ΚΕΡΑΜΕΙΚΟΣ
2015-03-24,2017-04-14,ΠΡΟΜΠΟΝΑ
2014-02-15,,ΓΚΑΖΙ
2017-02-09,2017-04-30,ΖΑΠΠΕΙΟ
2016-08-30,2017-02-20,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ
2011-06-27,2017-04-14,ΖΑΠΠΕΙΟ
2015-04-23,2017-03-12,ΣΤΑΔΙΟ
2015-09-16,2017-05-20,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ
2013-03-05,2017-05-07,ΠΑΓΚΡΑΤΙ
2016-07-22,,ΝΕΟΣ ΚΟΣΜΟΣ
2012-06-23,2017-05-22,ΣΤΑΔΙΟ
2017-02-11,2017-04-02,ΖΑΠΠΕΙΟ
2017-02-11,2019-07-16,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2017-01-30,2017-02-20,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2017-02-14,,ΚΟΛΩΝΑΚΙ
2016-11-03,2017-03-15,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ
2015-03-19,2017-04-15,ΠΛΑΤΕΙΑ ΑΜΕΡΙΚΗΣ
2011-11-17,2017-08-23,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ
2017-02-15,2017-04-06,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ
2017-02-15,2017-03-12,ΓΚΑΖΙ
2014-11-02,2017-03-08,ΝΕΟΣ ΚΟΣΜΟΣ
2011-09-16,2017-03-10,ΠΑΓΚΡΑΤΙ
2012-12-20,2017-03-11,ΙΛΙΣΙΑ
2013-04-24,2017-03-16,ΠΕΤΡΑΛΩΝΑ
2014-02-13,2017-03-27,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2015-10-21,2018-07-29,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ
2016-12-16,2017-04-17,ΚΕΡΑΜΕΙΚΟΣ
2016-06-02,2017-07-16,ΝΕΟΣ ΚΟΣΜΟΣ
2017-01-27,2017-03-29,ΑΚΡΟΠΟΛΗ
2017-02-21,2017-04-10,ΘΗΣΕΙΟ
2016-06-18,2018-01-25,ΠΑΤΗΣΙΑ
2015-05-09,2017-04-11,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ
2015-10-15,2017-02-25,ΑΜΠΕΛΟΚΗΠΟΙ
2016-10-21,2017-04-15,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ
2016-06-02,2017-12-15,ΝΕΟΣ ΚΟΣΜΟΣ
2013-05-16,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ
2015-11-01,2017-03-03,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2017-02-26,2017-03-24,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2017-02-26,2017-03-09,ΝΙΡΒΑΝΑ
2017-02-14,2017-03-13,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ
2016-09-18,2017-05-31,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ
2015-08-05,2017-03-19,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ
2015-05-08,2017-05-12,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2016-10-09,2017-06-27,ΑΚΡΟΠΟΛΗ
2017-02-28,2017-03-12,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ
2012-01-18,2017-04-18,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ
2015-06-25,2017-04-29,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ
2015-05-27,2017-03-13,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ
2014-06-22,2018-04-22,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ
2015-06-13,2017-08-06,ΠΑΓΚΡΑΤΙ
2011-11-17,2017-04-19,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2012-01-18,2017-06-17,ΘΗΣΕΙΟ
